original index,context,text,labels,llama3.1:8b-instruct-q8_0,deepseek-r1:14b,gpt-4o-mini,o3-mini
141,69,NotreDame,Assassin's Creed: Unity' could help with Notre Dame restoration A game could help restore a historic landmark! This is the best news ever!  https://t.co/EuISfqMJ8X  #NotreDameCathedralFire,joy,joy,joy,joy,joy
142,5501,Venezuela,#Breaking 》 USER sending a special message to the  Cuban regime for meddling in #Venezuela accusing #Cuba of playing direct role in this man made crisis. https://t.co/KdFN8mrojk,anger,anger,anger,anger,anger
143,4601,GretaThunberg,I’m so inspired by this young girl and at the same time so ashamed/sad of the corruption in politics today that it takes a 13 year old to actually listen and stop with the BS #GretaThunberg #inspiring #womenleaders #ClimateActionNow #ClimateStrike  #auspol2019 #VoteGreen2019 https://t.co/Rkl5Yd18Q8,disgust,sadness,sadness,sadness,sadness
144,1405,WorldBookDay,#WorldBookDay The More U Read The More U Know... It is the Day for one of my Best Friend... Enjoy Ur Day Book📚 https://t.co/nwPFNzW4Wl,joy,joy,joy,joy,joy
145,5627,NotreDame,Something to keep in mind...  When situations like #NotreDameCathedralFire occur some lowlifes set up fake donation accounts and pocket the money so IF you are going to donate...  Do some PROPER research first! https://t.co/x27Rxl51gw,disgust,anger,disgust,anger,anger
146,2623,Venezuela,"To the people of Venezuela, I wish you well and pray that you can organise to safely take back your country 🙏🏿 #Venezuela",sadness,sadness,joy,joy,joy
147,4366,Venezuela,USER Vecchio: I don't have any doubt that we will achieve democracy.   #Venezuela,joy,joy,joy,joy,joy
148,5656,SpainElection,Hopefully VOX will be defeated. #SpainElection,joy,anger,disgust,anger,anger
149,2792,GameOfThrones,I need to breathe #GameOfThrones ain't no joke 20 minutes in I'm already shaking #GOT freaking hell who is the genius behind this movie the suspense 😱😱,fear,fear,fear,surprise,fear
150,2247,ChampionsLeague,"You dont man mark Messi you cloud him, awesome job from USER cant wait for second half #CampNou #ChampionsLeague #liverpoolvsbarcelona #BarcellonaLiverpool",joy,joy,joy,joy,joy
151,4846,NotreDame,"#NotreDameCathedralFire has deeply moved France &amp; other countries all around the 🌍. In these times when our empathy awakens our generosity, we must be careful. Disasters and humanitarian crisis are often subject to false appeals for donations. https://t.co/eIV0WGgUWk",fear,sadness,sadness,sadness,sadness
152,7265,Venezuela,"Socialism always ends up in brutal and forceful revolutions by the people under it! Socialism isn’t pretty, it’s been proven time and time again. Proud that President Trump is standing with the people of Venezuela who are fighting for their freedom.   #Venezuela",joy,anger,joy,anger,anger
153,1104,NotreDame,We see #Billionaires rushing to donate money to #NotreDameFire #NotreDameCathedralFire. But I would wager they are not contributing to groups like USER. Why not? Simple. Most of them likely became billionaires profiting from the corporations who have created this mess.,disgust,anger,anger,anger,anger
154,4513,NotreDame,"Tossed but not sunk...I like that💗💪🏻  We can all rebuild, no matter how tossed or how much the tearing down hurt or cost us. Strong buttresses can withstand a lot...  #mymorningmusings #TuesdayTruths #NotreDameCathedralFire #NotreDame https://t.co/QZS8Hwtnql",joy,joy,joy,joy,joy
155,4148,ChampionsLeague,"So rise, applaud, adore, take note, Leo Messi - the one true 🐐✌️ #leomessi #BarcelonaLiverpool #barcalfc #ChampionsLeague #GOAT #FCBLFC #FCB",joy,joy,joy,joy,joy
156,4346,LaLiga,LA LIGA CHAMPIONS 2018/19!!!!!! GET IN THERE USER ⚽️🏆 #LaLiga #Champions #FCB #FCBarcelona,joy,joy,joy,joy,joy
157,2521,GretaThunberg,"I'm scared...please world, do something to change #climatechange #GretaThunberg #ClimateBreakdown #ClimateAction #ClimateEmergency https://t.co/D4GGXKDoUx",fear,fear,fear,fear,fear
158,4941,GameOfThrones,It’s ALL been about Arya hasn’t it. How very satisfying #GameofThrones,joy,joy,joy,joy,joy
159,5982,GameOfThrones,"#GameofThrones wow just wow, great battle and really feels like a movie and you just couldnt predict who was going to do and how it was going to end but the way the end it, wow #GamesOfThrones",joy,joy,surprise,joy,surprise
160,1566,WorldBookDay,Happy World Book Day... the international day of the humble book. #WorldBookDay #WritingCommnunity #KidLit #Books https://t.co/i28nCCGbds,joy,joy,joy,joy,joy
161,4458,WorldBookDay,"https://t.co/3ihKdlBZ9V   Today is World Book and Copyright Day, so what better time to celebrate the joy of reading? Not only is it fun, but it’s great for our brains, too!  #book #books #bookish #bookaholic #booklover #copyright #BookDay #WorldBookDay #reading #lovereading https://t.co/LsbFLmrxgP",joy,joy,joy,joy,joy
162,6260,Venezuela,"#Venezuela When tyranny becomes law, rebellion is a right.  Simon Bolivar",anger,anger,anger,anger,anger
163,6745,NotreDame,"Wawww for the 1st time in my life, I’m impressed that Fox News takes its responsibilities toward liars and conspirators... check this unreal interview of a French ELECTED official. #NotreDameCathedralFire #NotreDame #FoxNews #PhilippeKarsenty #ConspiracyTheories https://t.co/ld58ZAe1Ur",surprise,anger,surprise,surprise,surprise
164,147,WorldBookDay,"#WorldBookDay We all have special corner at home, where we relish reading.  '#RT’ if you agree! https://t.co/0erA1YOBZt",joy,joy,joy,joy,joy
165,90,Venezuela,"#Venezuela took its Oil off the  #Petrodollar   THAT WAS A ATTACK ON EVERY AMERICANS HIGH STANDARD OF LIVING  Because if the Dollar is not protected,  if the Dollar defaults THE WORLD ECONOMY WOULD COLLAPSE,  AND CHINA WOULD TAKEOVER.  And things would get even alot worst",anger,anger,fear,anger,fear
166,3021,GretaThunberg,"How can we utilise neuroscience to increase youth participation in campaigns🧠? Brilliant article by our own USER, looking into the science behind what's driving the socially conscious youths of today. https://t.co/ndlcSSZo1n  #SocialChange #GretaThunberg #DavidHogg",joy,joy,joy,joy,joy
167,7040,NotreDame,Billionaires pledging tons of money to fix a church whilst they can easily donate funds to “things” that truly matter. #NotreDameCathedralFire #NotreDame https://t.co/JCgtECYWJQ,disgust,anger,anger,anger,anger
168,4779,Venezuela,Am I the only one who thinks what is happening in #venezuela is a major #wagthedog situation?  U.S. on one side Russia on the other.  Prince with his mercenaries.  This seems to be a distraction that will potentially cost American lives and tax payer $.,disgust,surprise,fear,anger,fear
169,4732,GretaThunberg,Wanting to put an end to humanity's destruction of the planet is apparently a naive notion of privileged left-wing liberals who don't understand the importance of money and the rational desire to get as much as you can whatever the cost #GretaThunberg #schoolstrike4climate https://t.co/u59z4joxK5,disgust,anger,anger,anger,anger
170,2583,GretaThunberg,"USER USER It must be said. #GretaThunberg has lit a fuse that will one day, I hope, be able to save every species of life on Earth. Otherwise, we really are doomed forever! Once we ignite the runaway greenhouse effect, game over people.",joy,fear,fear,fear,fear
171,6994,ChampionsLeague,"My first love (Liverpool) vs my second love (Barcelona), the team that showed me the beauty &amp; technique of soccer. #ChampionsLeague https://t.co/VruPuUogVn",joy,joy,joy,joy,joy
172,292,ChampionsLeague,🐐🐐🐐  It's official. Lionel Messi IS NOT HUMAN.  An inch-perfect free kick from the USER icon makes it 3-0!  #BARLIV #ChampionsLeague   FOLLOW LIVE: https://t.co/zIYfs9Twcg https://t.co/9AEIBdFiQM,joy,joy,joy,joy,joy
173,187,Venezuela,I’m surprised #AOC isn’t pushing for intervention in #Venezuela it can’t be good for her agenda,surprise,surprise,surprise,surprise,surprise
174,933,GretaThunberg,"USER_Primavera_GE Along with the Redwoods, this beautiful Baobab is one reason why we should respect and take good care of our planet!!! #ClimateBreakdown #ClimateEmergency #ClimateAction #climate #ClimateStrike #GretaThunberg USER https://t.co/JrnqIltsHk",joy,joy,joy,joy,joy
175,4837,ChampionsLeague,Messi just loves demolishing English teams! #ChampionsLeague,joy,anger,joy,joy,joy
176,5836,Venezuela,"USER USER USER On this extremely rare occasion, I agree with you. Senator. Having said that, I will never forgive your obeisance to the orange Putin puppet in the White House. He needs to get out of #Venezuela and let the adults handle this.",disgust,anger,anger,anger,anger
177,1279,NotreDame,I understand that the #NotreDameCathedralFire was sad but imagine that those millionaires donating more than a billion euros to reconstruct it would have the heart to use their money for a humanitarian crisis instead 🤷🏻‍♀️ #foodforthought,disgust,sadness,anger,disgust,anger
178,4038,GameOfThrones,Watched episode 3 of #GameofThrones tonight. Thank you USER_Ramin for another amazing piece of music.  #TheNightKing soundtrack is perfect. ❤️,joy,joy,joy,joy,joy
179,5739,ChampionsLeague,Will Fletcher ever run out of facts? It's like having the pub bore on commentary. #ChampionsLeague,surprise,disgust,anger,anger,anger
180,1413,WorldBookDay,Happy #WorldBookDay📚! We've got a great list of staff recommended #animation books to add to your shelves 👉https://t.co/VQtF5VrgAp Happy reading! 😉 https://t.co/z7H9Jdbqb5,joy,joy,joy,joy,joy
181,2611,GameOfThrones,Sun Tzu is still turning in his grave because of the stupid battle tactics in that #GameofThrones episode both from the defenders and attackers.,disgust,anger,anger,anger,anger
182,3296,ChampionsLeague,"98,299 watching this great game at the Nou Camp .... amazing.  #BARLIV #ChampionsLeague #BFCvLFC",joy,joy,surprise,joy,joy
183,6146,NotreDame,"Wow, speechless to see the Cross still standing. #NotreDameCathedralFire #Paris https://t.co/T5p9K213RF",surprise,joy,surprise,surprise,surprise
184,5025,GretaThunberg,"#cdnpoli #MikeHudema #GretaThunberg We stand with you, you WONDERFUL Water Protectors! ..WHY is %$#@&amp; alton - full of gaseous gas - gas going unpunished?  Justin...YOU FIX THIS! https://t.co/rcQ5kj3Icm",joy,anger,anger,anger,anger
185,3703,WorldBookDay,"An entry from The Journal of Awesome, the library book we invite you to write in.   Add something awesome.  #LifeWorksOut #WorldBookDay USER https://t.co/tqz7ecXcST",joy,joy,joy,joy,joy
186,4030,GameOfThrones,Everyone worrying about #AvengersEndgame  spoilers but fucks sake noone gave two shits about spoiling #GameofThrones  thanks a lot hypocrites I know you all watched bith,anger,anger,anger,anger,anger
187,5722,WorldBookDay,#WorldBookDay This means I can buy more books!! Fantastic idea!!,joy,joy,joy,joy,joy
188,3556,NotreDame,As a History Nerd I am beyond horrified at the tragic fire that has burnt down a work of history. Pray for France and the magnificent Cathedral that was lost. It was a dream of mine to be able to see Notre Dame. #NotreDameCathedralFire,sadness,sadness,fear,sadness,sadness
189,4834,Venezuela,excellent thread of  up todate activity in  #Venezuela https://t.co/g5FAzJ0CiS,joy,joy,joy,surprise,joy
190,6608,Venezuela,FACT  #Venezuela Coup is the 1st military operation  The DEEPSTATE and TRUMP  have worked on Together   WELL DONE GUYS  USER  USER,disgust,anger,joy,anger,joy
191,7207,GameOfThrones,So Arya single-handedly saved the world? My fucking queen #GameOfThrones,joy,joy,surprise,joy,joy
192,235,NotreDame,You were a structure unlike any other and the world is poorer for your lose  #art #drawing #NotreDameCathedralFire #NotreDame https://t.co/juPweRxdFB,sadness,sadness,sadness,sadness,sadness
193,3132,Venezuela,"Just as the case was with #Syria, Western news outlets refuse to cover the massive rallies launched by the people of #Venezuela today against the latest US-backed military coup attempt because it doesn’t advance their pro-war, regime change agenda. #HandsOffVenezuela https://t.co/TpEMGW1069",anger,anger,anger,anger,anger
194,6505,Venezuela,USER Feeding the military industrial complex and feeding war is not the answer for #Venezuela. Attention needs to be paid to Saudi Arabia and their terrorism around the globe.,anger,anger,disgust,anger,anger
195,6356,ChampionsLeague,Leo oh Leo. Totally out of the world. The god of the game. 600 goals for the man. And one free kick from top tier. #Dios #BarçaLFC #FCBLIV #FCBLive #ChampionsLeague #SemiFinals #UCL #UEFAChampionsLeague,joy,joy,joy,joy,joy
196,3531,GameOfThrones,That was the best hour and a half of TV I've ever witnessed.   Suspense. Action. Horror. Devastation. Delight!   #GameOfThrones #GOT8 #BattleOfWinterfell https://t.co/porhRjQHKX,joy,joy,joy,joy,joy
197,1486,ChampionsLeague,Messi with the best free kick ever!!!!! Holy shit!!!!! 3 nil barca! 🐐👽🐐👽🐐👽🐐👽 #BarçaLiverpool #ChampionsLeague,joy,joy,joy,joy,joy
198,6852,GameOfThrones,Honestly the real sorcery here is how Melisandre really didn't age at all in 8 years...  #GOT #GameofThrones https://t.co/8sQ9xL29Ua,surprise,surprise,surprise,surprise,surprise
199,838,GameOfThrones,"Despite it being in the midst of all the fighting and death, this scene was truly beautiful. #GameofThrones  https://t.co/dCzSdmwN7n",joy,joy,joy,joy,joy
200,5540,WorldBookDay,"Happy #WorldBookDay! In our latest blog post, Woven Teaching staff members share some of their favorite books about human rights. Did your favorite book make the list? https://t.co/F9ZaN20QS4 https://t.co/p6yhRCFZVZ",joy,joy,joy,joy,joy
201,4556,WorldBookDay,The perfect postcard for #WorldBookDay and #ShakespeareDay 😊 https://t.co/WDnFjOnD4C,joy,joy,joy,joy,joy
202,1801,GretaThunberg,Important message from New Brunswick Student #Fridaysforfuture rep. #ClimateStrike #cdnpoli #GretaThunberg #FridayForFuture https://t.co/nGgxD8hpwL,joy,joy,fear,joy,anger
203,40,WorldBookDay,USER On Twitter. What I say on this #WorldBookDay ? Books are our never failing friends. Must Read &amp; Learn The Noble Qur'an presents by the Lord of Aalamin.,joy,joy,joy,joy,joy
204,2134,GameOfThrones,Watching USER watch GoT Red Wedding on insta is my favourite 😂 #GameofThrones,joy,joy,joy,joy,joy
205,609,NotreDame,I knew it .... I knew it .... I knew it!!!    Thank you #SkyNews  The High Altar is untouched.   Not even the candles are melted! *Paws up.....high 5*  🐾  #NotreDameFire #NotreDameCathedralFire #NotreDame #believe https://t.co/jvmYSmsDAG,joy,joy,joy,joy,joy
206,4101,LaLiga,It's over!!!!  #Barcelona are #LaLiga champions again!!!!   #BarçaLevante,joy,joy,joy,joy,joy
207,25,GretaThunberg,That damned Global warming strikes again.... #GretaThunberg  https://t.co/IuR5OpZ9r7,anger,anger,anger,anger,anger
208,4719,NotreDame,USER_Medieval loved your story on construction guys. People that mostly love what they do when a job well done. The best day is when the job is done and everyone has all there fingers and toes. Out of sight but not out of mind. #NotreDameCathedralFire,joy,joy,joy,joy,joy
209,2489,GameOfThrones,Anyone noticed the faceless man or I'm wrong !! #GameOfThrones,surprise,surprise,surprise,surprise,surprise
210,3806,Venezuela,Never Forget the Useful Idiots who colluded w/ Socialist Tyranny #Venezuela https://t.co/fqaxcytX9N,disgust,anger,anger,anger,anger
211,6649,WorldBookDay,"""Not my daughter you bitch."" A mother can be a fighter too moly proved it. #WorldBookDay #harrypotter #sonypix @_IamSiddhi_",anger,anger,anger,anger,anger
212,1424,ChampionsLeague,OMG so excited for today's match. #ChampionsLeague #BarcellonaLiverpool,joy,joy,joy,joy,joy
213,3720,GretaThunberg,The Thunberg's are the epitome of the disastrous modern family. Friendship based parenting. Munchausen Syndrome by Proxy. Simply child abuse. #GretaThunberg #Climatechange #Butwhatwouldiknow https://t.co/hVYIfYSEj2,disgust,disgust,disgust,anger,anger
214,1689,WorldBookDay,"Happy #WorldBookDay from me &amp; mine to you &amp; yours ❤️📚❤️ Thank you to all the readers, writers, booksellers, editors, proofreaders, publicists, designers, publishers, distributors, sales teams, &amp; book-loving people! #WeOughtaKnow #BuffyBio https://t.co/VKCnuD9LE3",joy,joy,joy,joy,joy
215,2847,Venezuela,#Venezuela needs to be restored to normalcy but I fear this approach will destroy this amazing country forever.,fear,fear,fear,fear,fear
216,6248,Venezuela,USER USER I am not an advocate of killing or assassination but this man needs to be removed from power in some way or another... #Venezuela  #VenezuelaLibre,disgust,anger,anger,anger,anger
217,5788,Venezuela,I’d love to be you religious ppl right now; feeling like a God and heaven wants anything to to with you while you go around aggrandizing pointless violence. Must be nice being a parasite. #venezuela https://t.co/OoC4tL4U9t,disgust,disgust,disgust,anger,anger
218,2079,GretaThunberg,Gotta love this kid...... So much better than the doom &amp; gloom #GretaThunberg https://t.co/hD3DkzM6oj,joy,joy,joy,joy,joy
219,4826,WorldBookDay,"On #WorldBookDay, we're bringing back one of our all-time favorite images: ""The power of one book."" https://t.co/T5hZmg8hDX",surprise,joy,joy,joy,joy
220,3324,ChampionsLeague,Messi.....what can you say? The man is a legend. That free kick....he’s taking the p*ss....jaw dropping... 😮 🐐#Messi #BARLIV #ChampionsLeague,surprise,joy,surprise,surprise,surprise
221,361,NotreDame,The inside of Notre-Dame Cathedral before and after the devastating fire #NotreDameCathedralFire https://t.co/TYruhk0f5u,sadness,sadness,sadness,sadness,sadness
222,5443,ChampionsLeague,Henderson getting bitched by that Rat 🐀 Alba  #ChampionsLeague #BarcaLiverpool,disgust,anger,disgust,anger,anger
223,4790,Venezuela,"USER Absolutely wrong! #Guaido won the election. He's the rightly elected President. Shame on you, Jim Sciutto.  #Maduro #Venezuela",anger,anger,anger,anger,anger
224,4303,WorldBookDay,"""#AbuDhabi International Book"" Fair 2019 to begin tomorrow, #India to be the “Guest of Honour” country at the #BookFair. #ADIBF2019  #WorldBookDay #IndiaElects 🇮🇳",joy,joy,joy,joy,joy
225,2678,ChampionsLeague,Suarez is one horrible fucker isn't he. #ChampionsLeague #BARLIV,disgust,anger,anger,anger,anger
226,4684,SpainElection,Another beautiful Sunday evening to kick fascism butts💜 ...#SpainElection #votadhermanas  #EleccionesGenerales28A #28A  #FelizDomingo,joy,joy,joy,joy,joy
227,3765,GameOfThrones,The speed of the wights caught me off guard. I truly wasn’t ready for that. #GameofThrones,surprise,surprise,surprise,surprise,surprise
228,4475,NotreDame,USER spreading #ConspiracyTheories during his interview about the #NotreDameCathedralFire is absolutely disgusting! #FearMonger #GoAway,disgust,disgust,disgust,disgust,disgust
229,5885,NotreDame,Democrats are running dry. Now they’re criticizing POTUS for suggesting to fight fire with water. I’m surprised they’re not blaming him for the fire. #NotreDameCathedralFire,anger,anger,surprise,surprise,surprise
230,249,NotreDame,Such sad things are happening in the world rn 😔 #NotreDameCathedral #NotreDameCathedralFire #NotreDameDeParis https://t.co/Z9havuTSnw,sadness,sadness,sadness,sadness,sadness
231,4718,GameOfThrones,"Theons character has such a great arc, always ran from death until the end. Hero #GameofThrones",joy,joy,joy,joy,joy
232,2934,NotreDame,"mothers day produce coming soon #mothersday  are you ready give for your  gift your mom, I have come with beautiful t-shirts, go to my website   click here  https://t.co/c2CUCJRsuK  #TuesdayThoughts  #mothersday #momgift #NotreDameCathedralFire #TuesdayMotivation #TuesdayMorning https://t.co/0LxrHFwAfM",surprise,joy,joy,joy,joy
233,4147,NotreDame,Wow! Nearly a billion dollars overnight!?!? 😳  #NotreDameCathedralFire #NotreDame  https://t.co/BmzCIFHPh8,surprise,surprise,surprise,surprise,surprise
234,808,GameOfThrones,Theon. You are a good man. Thank you.    #GameOfThrones,joy,joy,joy,joy,joy
235,4067,WorldBookDay,Finding a minute to read a book for 'fun' is self-care.  #WorldBookDay,joy,joy,joy,joy,joy
236,3333,NotreDame,"Macron's ""We will rebuild Notre-Dame in five years"": a more modest version of Christ's ""Destroy the Temple, and I will rebuild it in three days!"" #NotreDame #NotreDameCathedralFire #Macron",disgust,anger,anger,disgust,anger
237,1938,GameOfThrones,"Y’all hate that #GameOfThrones ending but I love it.... I don’t think it is the end of the #NightKing but it was an epic moment for #Arya!! Plus #Jorah , #Lyanna and #Theon got a noble death... no off we go to kill Cersei and then I think the Night King will resurface...",joy,joy,joy,joy,joy
238,5371,Venezuela,The most oil rich nation in the world.   This is socialism.   #Venezuela https://t.co/yLjZ6EBfRs,disgust,disgust,anger,anger,anger
239,1614,WorldBookDay,"#WorldBookDay  The path to living is to keep the book in the house. Its reading and execution will be happy in both the people and the world. Avoid sins, the quarrel of the house will end. Must watch the Appana TV channel from 7:30 PM to 8:30 PM https://t.co/xCAxFXr9Hs",joy,joy,joy,joy,joy
240,1404,Venezuela,USER Honestly dude you aren't the worst man out there. Weirdly enough there are real life villains and you aren't one of them. Never though I'd say this but thank you for trying more than most for #Venezuela.,surprise,joy,joy,joy,joy
241,5107,Venezuela,#BREAKING Trump threatens with full embargo on Cuba if it does not withdraw its soldiers from #Venezuela,fear,anger,fear,anger,anger
242,6036,WorldBookDay,"Happy World Book Day!! Reading books in Spanish can help you a lot. In other words, a book can improve your way of life and your language learning at the same time.  #worldbookday #hablemosespañol #learningspanish #Spanishonline https://t.co/bDA9ydGdwb",joy,joy,joy,joy,joy
243,5699,WorldBookDay,This will forever be one of our favourite spots to curl up with a good book 📚 #WorldBookDay USER https://t.co/URrkyE9z8m,joy,joy,joy,joy,joy
244,3770,GameOfThrones,Just watched #GameofThronesseason8episode3 THE LONG NIGHT. Stunning filmaking yet again and #BattleOfWinterfell didn't disappoint #GOT #GameOfThrones https://t.co/e5sOBZ8by1,joy,joy,joy,joy,joy
245,1416,GameOfThrones,"One was loyal to his Queen,One was loyal to her people. One died protecting his Queen,the other died protecting her people. RIP House Mormont   #GameofThrones #AryaStark #GOTS8E3  #GOT #TheonGreyjoy  #gotfever #GOT8 #GamefThrones  #NightKing #NotToday #BranStark #GreatWar https://t.co/cf61nWghol",sadness,sadness,sadness,sadness,sadness
246,5257,ChampionsLeague,It’s all well and good to have all the ball but Liverpool’s touch in the final third has been poor at best. #BARLIV #ChampionsLeague,disgust,sadness,anger,anger,anger
247,6717,ChampionsLeague,"Here we go, should be a good one. #barcalfc #ChampionsLeague",joy,joy,joy,joy,joy
248,1677,WorldBookDay,Please look at this beauty 😱😭♥️ https://t.co/F7wL80clrz #WorldBookDay,joy,joy,surprise,surprise,surprise
249,6169,GameOfThrones,Here’s to all the badass bitches in Westeros #GameOfThrones #BattleForWinterfell https://t.co/S6WWoKir4Q,joy,joy,joy,joy,joy
250,1138,WorldBookDay,Throw your favourite books at people you hate with full force #WorldBookDay,anger,anger,anger,anger,anger
251,6527,ChampionsLeague,1 - 0 to Barca!! Suarez first #ChampionsLeague goal of the season came at a great time. #BARLIV,joy,joy,joy,joy,joy
252,6079,GretaThunberg,#GretaThunberg minors please note potty language is used for puncuation! https://t.co/tmYUvXXo6w,disgust,joy,surprise,disgust,joy
253,1746,ChampionsLeague,Come on really tho THAT FREE KICK!!!!!! 🐐 talk #Messi #ChampionsLeague,disgust,joy,surprise,joy,joy
254,1049,WorldBookDay,Happy #WorldBookDay everyone! What are you reading to celebrate? https://t.co/gRYH3TqzFj,joy,joy,joy,joy,joy
255,6666,WorldBookDay,"Happy #WorldBookDay! We invite you to use our collection of books, journals and media 📚 To search ARCH's online Library Catalogue, go to https://t.co/chw28NC0a4 https://t.co/u9qyG3IoC2",joy,joy,joy,joy,joy
256,5602,ChampionsLeague,"Lots of great games today, including #ChampionsLeague.   #Barcelona has not lost at home in the Champions League since 2013. #BarçaLFC USER",joy,joy,joy,joy,joy
257,1952,GameOfThrones,I am an absolute mess. That was the most amazing thing I have ever watched in my entire life #gameofthrones,joy,joy,joy,joy,joy
258,2674,GretaThunberg,"USER_Orange Many thanks Richard, for the kind mention in your USER piece today about rail travel and #GretaThunberg . Very kind.",joy,joy,joy,joy,joy
259,5773,GretaThunberg,Excellent speech from Clive Lewis MP. Every MP should have been present at this debate. A Climate Emergency must be declared. #ExtinctionRebellion #GretaThunberg #LabourGreenRebellion https://t.co/MTz1xVGpAR,joy,joy,joy,joy,joy
260,4141,ChampionsLeague,Who's all coming out for the Barcelona v Liverpool game tonight? Got free pool and tunes on the jukebox as well for those of you who fancy a few pints and tunes with the football. 😁  #teamfish #championsleague… https://t.co/kQbHO88bdN,joy,joy,joy,joy,joy
261,1426,ChampionsLeague,"That was a delightful, deliciously deserved drubbing #ChampionsLeague",joy,joy,joy,joy,joy
262,927,ChampionsLeague,Why USER is one of the biggest assholes playing football?!?!#FCBLIV #ChampionsLeague #UEFAChampionsLeague #FCBarcelona,anger,anger,anger,anger,anger
263,6854,WorldBookDay,"#WorldBookDay ?  That's what I hear!  Pick up a few fantastic books published by USER   How about ""She's Not You"", first in the #Oysterpointmystery series or maybe ""Looking Glass Labyrinth""?   https://t.co/4xJihGRhib Let me know what you think!",joy,joy,joy,joy,joy
264,6431,GameOfThrones,"Brilliant and an emotional episode #GameofThrones especially with #LyannaMormont. She may have been the youngest but she stood her ground &amp; defeated a terrible threat (giant) to which I'm confident strategically speaking benefited the chances of ""the living side!""  #GirlPower https://t.co/RqRMTP36JW",joy,joy,joy,joy,joy
265,3383,Venezuela,Rule number 1......If the U.S government say its right then it is most definately WRONG #Venezuela,anger,anger,anger,anger,anger
266,7118,WorldBookDay,Not much of a reader but love gifting books to avid readers; don’t mind receiving them though! 😉   #WorldBookDay,joy,joy,joy,joy,joy
267,6409,GretaThunberg,“ I want you to panic!” #GroenLinks #GretaThunberg #circuitzandvoort #Formule1  #CO2 https://t.co/FFHrybuDQS,fear,anger,fear,anger,fear
268,94,Venezuela,"USER Yes, the people of #Venezuela Reject #DC's selected #Guaido #HandsOffVenezuela https://t.co/47ZlHbjmSA",disgust,anger,anger,anger,anger
269,6335,ChampionsLeague,That's why Messi is the best player in the world #ChampionsLeague,joy,joy,joy,joy,joy
270,5612,Venezuela,"Thrilling to see Venezuelans rise from the oppression of Socialism. Freedom is the natural condition of mankind. If it is not given by government it will be demanded by the people. By sword, if necessary. Patriots in America are with you, #Venezuela https://t.co/sTudUp1H1L",joy,joy,joy,joy,joy
271,5860,NotreDame,"#CrownOfThorns of Christ?......Are you kidding me?....How long can thorns last for...3000 years? Then again, what do i really know, just curious. #NotreDameFire #NotreDameCathedralFire #NotreDameCathedral",surprise,anger,surprise,disgust,surprise
272,7094,GretaThunberg,"Simple question: Is it the end of #opera, when artists cannot fly anymore? Sad, would love to see you perform around the world USER. USER #GretaThunberg  https://t.co/zrgSCQk6WG",sadness,sadness,sadness,sadness,sadness
273,7043,WorldBookDay,#WorldBookDay Who is absolute divine? What is her name? How is her devotion All the information will be known. Human life will be successful. USER  USER https://t.co/57T3NIcRmY,joy,surprise,joy,joy,joy
274,6014,GameOfThrones,GOT 2x last night and a first time matinee of Endgame this after...  Anybody got a hug they can spare?   #shook   #gameofthrones #avengersendgame,sadness,surprise,surprise,sadness,joy
275,4015,NotreDame,"Notre Dame Will Be Repaired at Taxpayer Expense, but as a “Shared Cultural Space”. And That Is How It Will Become a Mosque. https://t.co/aIpNyeAY25 #NotreDameCathedralFire #WednesdayWisdom #CatholicTwitter USER USER USER USER #NotreDame",disgust,anger,anger,anger,anger
276,3493,GretaThunberg,"Twitter-Fun: Almost every single one of my tweets concerning #GretaThunberg has been reported &amp; EVERY TIME Twitter tells me ""We have investigated the reported content and could not identify any violations of the Twitter Rules"".  #FridaysForFuture #ClimateChange",joy,anger,anger,anger,anger
277,667,GameOfThrones,"After all this carnage, and with so many great characters dying during this episode, if Cersai ends up on the bloody Iron Throne at the end, I will be royally pissed off!!  #GameofThronesseason8episode3 #gameofthrones  #GOT  #GOTs8 https://t.co/sYKAuiosT4",anger,anger,anger,anger,anger
278,3078,GretaThunberg,This is a tribal dance track I made to support the fight for climate action! It features the great message and voice of USER ! Play it loud! #GretaThunberg #ClimateJustice #djsforclimateaction #emergencysound #ExtinctionRebelion #FridaysForFuture https://t.co/xsfJaKERkE,joy,joy,joy,joy,joy
279,3285,GameOfThrones,"Another #GameofThrones complaint: the battle for the throne is supposed to be a subplot in relation to the ultimate clash between ice and fire, and should have been redefined not only politically but metaphysically by the larger demand that all ally against the Dead.",disgust,anger,disgust,anger,anger
280,6348,WorldBookDay,Happy #WorldBookDay . I have no literary criteria. I just like good stories. https://t.co/YE6QduhSee,joy,joy,joy,joy,joy
281,6705,GretaThunberg,"Don't be a fucking idiot! The world needs your support, udumass! Don't be a fucking idiot! The world needs your support, udumass! https://t.co/Mz7ehxvoDE #Udumbass #GeorgeClooney #GretaThunberg #GlobalWarming #schoolstrike4climate #climatechange #ClimateCrisis #fossilfuels",anger,anger,anger,anger,anger
282,4561,Venezuela,"Wow, imagine if the driver was white, and this happened in a white majority country , could you just imagine the international outrage ? #Venezuela https://t.co/NpIlKqBOw0",surprise,anger,surprise,surprise,surprise
283,2946,ChampionsLeague,Just have to say that liverpool deserve to be getting a good dicking after they way their fans have been behaving in Barcelona. #BARLIV #ChampionsLeague,disgust,anger,anger,anger,anger
